date,valor
1,4838.6653764143
2,4845.17660886383
3,5157.99566038366
4,5637.87553691444
5,5520.68984027836
6,5626.3374553168
7,5350.54601579701
8,5356.98340890114
9,5385.81381165372
10,5403.90580523122
11,5666.34777146069
12,5764.14155813563
13,5902.47446148357
14,6012.85931534702
15,5829.67892047338
16,5852.24496949652
17,6185.1597753208
18,5927.10656728111
19,5855.69496876277
20,5866.18026696542
21,5905.20579645915
22,5848.8874044576
23,6016.6602885296
24,5936.5965039952
25,6169.6969458664
26,6313.1593401952
27,6264.7375286424
28,6385.849156876
29,6478.0621010696
30,6524.3445051768
31,6620.1799823888005
32,6438.3931967424
33,6513.4655954984
34,6443.06567061456
35,6531.1940048648
36,6571.11827239744
37,6545.4681150472
38,6418.9726085384
39,6693.8845744328
40,6601.721613124
41,6524.8672543008
42,6446.8374083744
43,6550.3874373432
44,6263.4612976544
45,6315.6215071688
46,6299.6695557668
47,6317.6471638816
48,6362.2409671736
49,6664.3041333896
50,6437.5583155576
51,6594.327789044
52,6543.16893177624
53,6557.973944784
54,6575.6892330552
55,6654.1072002584
56,6552.57931288456
57,6814.2376318232
58,6714.2792495504
59,6928.0670624112
60,6824.4666100304
61,6926.02614667094
62,6919.6050771888
63,7061.9439546936
64,6862.1932284856
65,6880.2078249848
66,6746.610057772
67,6719.17695042
68,6672.82606648216
69,6701.449891504
70,6562.5344088568
71,6516.6926300768
72,6534.14167083768
73,6644.5322615952
74,6505.4104600008
75,6563.2023590176
76,6339.70650269752
77,6294.198949948
78,6381.65084965728
79,6336.5160760136
80,6164.8967432736
81,6012.1951810896
82,5986.1573060136
83,6062.3033490808
84,5936.7897515648
85,5877.6099590592
86,5895.7194077
87,5722.3549144944
88,5790.5867710856
89,5703.7020719624
90,5576.884735788
91,5519.50763020272
92,5435.7092080856
93,5482.64350604232
94,5359.54693433112
95,5365.5206847488
96,5203.53793750376
97,5189.48152110208
98,5013.70121880152
99,5014.92780770528
100,5036.50323628936
101,5022.5822899848
102,4994.48206393272
103,5018.35188673352
104,4919.71004095664
105,4850.3316050976
106,4833.05973296296
107,4730.52023930168
108,4834.666197456
109,4800.65151460504
110,4697.79645988328
111,4750.13634905584
112,4637.71217716696
113,4683.5854676164
114,4587.26922920744
115,4534.20535763056
116,4461.00205140744
117,4553.0438028904
118,4484.59830694744
119,4464.4747937752
120,4374.49222320056
121,4461.23124436296
122,4390.6469271276
123,4350.76095343472
124,4450.6797820376
125,4372.3695543664
126,4297.79408823416
127,4469.04419706128
128,4529.78710016176
129,4509.0276544704
130,4385.33406067048
131,4323.39712924792
132,4390.79792128784
133,4419.03635355728
134,4287.82621951608
135,4217.42128333024
136,4164.4206984492
137,4163.40994310152
138,4221.10536299464
139,4210.7667106624
140,4248.449993646
141,4288.27269577384
142,4251.69310167176
143,4157.352613896
144,4165.268117988
145,4069.31108876224
146,4054.19531323976
147,4094.33390178704
148,4035.7079864856
149,3928.39980263904
150,3933.76505346688
151,3955.42542205448
152,3939.66976409576
153,3861.54781342432
154,3791.70355208064
155,3842.36271150552
156,3968.04169373896
157,3937.31561003536
158,3805.66416570424
159,3761.30300847504
160,3799.3928631432
161,3748.5519600216
162,3662.8990909496
163,3669.23970038272
164,3718.45856646776
165,3810.18987521352
166,3822.25122507384
167,3778.6160539104
168,3873.27021065568
169,3932.76040916512
170,3807.24589810584
171,3902.13493256504
172,4035.33864674568
173,4089.4371675784
174,4095.26942198952
175,4129.3571590736
176,4116.8416155528
177,4176.233407008
178,4155.6903919768
179,4103.3478515752
180,4054.03562931152
181,4132.298375452
182,4072.52373176224
183,4027.14206491976
184,3987.5494064636
185,4020.3679723832
186,4048.53084015248
187,4089.84969809136
188,4096.46978902568
189,4098.22111328336
190,4033.57269312992
191,3997.82842660408
192,3985.92830743456
193,3927.14437167056
194,3844.6468200170402
195,3859.0376709628
196,3839.16378228048
197,3800.64664498904
198,3757.49859247472
199,3785.99193771392
200,3712.21371438496
201,3764.00273593904
202,3644.8144798468
203,3666.24852290824
204,3675.44776588016
205,3679.62600207088
206,3687.80095096512
207,3658.7974212428
208,3562.11662611136
209,3500.92014845288
210,3479.63589802856
211,3449.5443594848
212,3381.75199204176
213,3460.23175556216
214,3427.44347859088
215,3444.91710963984
216,3427.47523636464
217,3435.8756437748
218,3316.15889260976
219,3241.70723675784
220,3190.22110104144
221,3267.42377003912
222,3181.75872105824
223,3127.2187108948
224,3084.76031628216
225,3224.36771774216
226,3117.63571083352
227,3078.85468387896
228,3018.143593316
229,3086.59638403064
230,3006.68824892304
231,2952.67565600848
232,2895.0459240968
233,2861.88933905856
234,2812.20644470191
235,2812.62121358456
236,2767.53392446936
237,2939.37125956328
238,2858.24770358008
239,2847.71385180648
240,2834.9060641392
241,2867.47639975112
242,2807.47388334312
243,2769.7580925272
244,2695.10263259016
245,2726.91278373464
246,2709.5741970556
247,2698.15878138768
248,2686.016472214
249,2781.15521933456
250,2748.82610127056
251,2696.02626442272
252,2731.63965619712
253,2759.35383051008
254,2724.70288446176
255,2781.34030138424
256,2718.4175121068
257,2710.95716649384
258,2683.0933592161
259,2667.58951188392
260,2642.04609027128
261,2697.77499945864
262,2667.43779197544
263,2648.34199025456
264,2651.27435321344
265,2644.13213969488
266,2573.82719187032
267,2561.01194596752
268,2525.15313234984
269,2513.72241444416
270,2550.04951432224
271,2573.70297447432
272,2622.55864189328
273,2756.0457639448
274,2744.0705767152
275,2748.01082036888
276,2784.73382922384
277,2805.62166044408
278,2731.39277580288
279,2739.92287681832
280,2699.96856743792
281,2708.63591186888
282,2719.8672866476
283,2787.15565144536
284,2775.39425203176
285,2881.6526978604
286,2956.20281357632
287,2924.03019453608
288,2913.81091598456
289,2979.70796261208
290,2966.81786465872
291,3033.3660536128
292,3007.46607216536
293,3056.81637953816
294,3095.71226510464
295,3175.46210813056
296,3123.297727218
297,3268.07702727992
298,3260.44485060504
299,3267.81935793032
300,3287.90649145872
